station,component,PGA,PGV,CAV,AI,Ds575,Ds595,MMI,pSA_0.02,pSA_0.05,pSA_0.1,pSA_0.2,pSA_0.3,pSA_0.4,pSA_0.5,pSA_0.75,pSA_1.0,pSA_2.0,pSA_3.0,pSA_4.0,pSA_5.0,pSA_7.5,pSA_10.0
01000a6,geom,0.037778280675411224,13.647488594055176,0.19737777394369477,3.264364661946139,9.386572647206044,13.708467879352074,6.469693660736084,0.03804158872845451,0.038972199720479425,0.05465990574381432,0.08169017595676381,0.0960864937470129,0.08996317998612736,0.09298067927956284,0.0655512849808623,0.05640365163196276,0.045041603988411456,0.02886526475705056,0.029267776613677025,0.022802340681813763,0.025012529023631932,0.019826799382148038
01000a7,geom,0.038420576602220535,13.012236595153809,0.19130795579047463,3.0287243517018796,8.328985346296989,15.223600580664518,6.4087910652160645,0.03850879892215856,0.039236378017495875,0.050935603675712274,0.07631959848428714,0.09093578676746136,0.07194012883675385,0.08136193617281112,0.08631858779145044,0.07108069603423434,0.028451796272363942,0.019273674087553067,0.020249873912724602,0.02435167301575194,0.024259367290262204,0.018046877549254707
01000a8,geom,0.031775929033756256,10.906203269958496,0.18083671616399116,2.51368907302576,9.124336758267829,15.783064938855574,6.146544933319092,0.03191666925103855,0.03306449362913871,0.03861166887402599,0.061090532721014695,0.07624233280662948,0.07128184739982278,0.05515777491857192,0.062217547817297325,0.06536359993146806,0.04435432710986772,0.02778151432278376,0.024923376831798467,0.02296267733215017,0.02464822903240318,0.016700648952693457
01000a9,geom,0.02622477523982525,8.82677173614502,0.16199413655782607,1.9339378228789643,9.979917111258438,16.76866459888537,5.843931674957275,0.026351734264684467,0.02787069982729139,0.035722524817194456,0.0564526105703973,0.04691842179224961,0.06709080467261143,0.06807597383766158,0.06388791461838349,0.04061675810326988,0.031495014723453944,0.021048409607774914,0.018502168186802025,0.0216244271259445,0.022890876673268768,0.015556947064855263
01000aa,geom,0.027067042887210846,8.373797416687012,0.15386340928482434,1.7393451603730163,10.128954556794781,16.63354705502312,5.774752140045166,0.02710205610349626,0.027913201307267783,0.03215745418838124,0.04713383042493022,0.05976908125657626,0.05198201332102791,0.057990638648733245,0.0410154330258421,0.058271493071490085,0.02901494196213881,0.021055583782822653,0.019343405985534946,0.021629381410033885,0.022030953378747314,0.013918195665217131
01000ab,geom,0.021339530125260353,8.386507987976074,0.14084310056186392,1.355078778330615,11.00737455452585,18.6186730059721,5.779951095581055,0.02151145137210675,0.022551781580721433,0.02779847906651686,0.034631878612963074,0.04500558491689994,0.06841016786138564,0.05195604175336924,0.03269524134589657,0.036863762058078675,0.02529070186652617,0.021347745618494916,0.020066636998112283,0.022524530973915366,0.018100001873252506,0.013559732738064436
01000ac,geom,0.022618615999817848,8.471010208129883,0.13741594390159298,1.2818731473839997,11.667004496228095,18.74844151620458,5.794175148010254,0.02267248530726193,0.023572391500060127,0.026876469796715163,0.03741563220459723,0.04606095721241618,0.049406343683197,0.042307421072476405,0.04620292711884457,0.04057092102877531,0.020802474706192564,0.014103223403619951,0.015640771130587327,0.022811777989512547,0.01545123367199091,0.012786482711065358
01000ad,geom,0.02286207303404808,7.898861885070801,0.13170639469026268,1.1435025859508048,11.542402004967892,19.09023660692528,5.690029621124268,0.022933166811995205,0.02361874295695477,0.029574582712243523,0.03842069779837217,0.05170924852768916,0.040968496790301845,0.049814599721809474,0.05198997723466304,0.03982278140857548,0.027851663276951048,0.020728800977145273,0.016443555331332037,0.02484770707131735,0.01521846336082681,0.010375406157045743
0100159,geom,0.09362653642892838,16.938371658325195,0.335866123935264,14.933419768740372,5.815253518829122,8.602394823064598,6.7700324058532715,0.0946764119619914,0.10557967649311466,0.1650282343007786,0.18766705666746675,0.23370472755727842,0.28204530075982515,0.20391641557281256,0.20771430338456184,0.1567912916850103,0.053756453884617104,0.03242490990865221,0.02688038697915859,0.0287451098880212,0.029658799579145547,0.014127047555207458
010015a,geom,0.09400664269924164,22.035165786743164,0.34143719963143293,14.232973527136311,6.059948296673422,8.889797324301089,7.133674621582031,0.09499774640041392,0.10101588454100706,0.12999643257630067,0.22204932153817664,0.18248495220378805,0.20419160702979644,0.20610256338331936,0.147112228883033,0.1532130973167566,0.0960455073772816,0.042704326477393854,0.031395489136831635,0.03660504663145286,0.04000181698551746,0.019438810082423017
010015b,geom,0.06878877431154251,22.496335983276367,0.30626576923784293,10.048581894195614,7.5043319144693585,10.489975933282526,7.160031318664551,0.06946124438008142,0.08308412714004301,0.11183383437285518,0.136851489702699,0.14879723311733292,0.17260732180310454,0.13971214648888378,0.11924462971848217,0.1156952342939079,0.06730255042858231,0.035748667069579666,0.04625737640729409,0.04876671805027989,0.04704435164131119,0.02407119192573235
010015c,geom,0.081907257437706,24.204404830932617,0.30283293955187723,9.889190399915046,7.48227889732118,11.356607954599728,7.263044834136963,0.08234929149437685,0.08812406678167957,0.10415389623662591,0.15380952577973975,0.1341548336634901,0.1621342299281099,0.14227368869875615,0.11719147438657959,0.13534879427708438,0.07370966383469504,0.057470445339324494,0.03972870373133842,0.04246833022261221,0.04566802728246029,0.02624879122861905
